filmtv_id;titolo_originale;titolo_italiano;anno;genere;durata;voto;humor;ritmo;impegno;tensione;prezzo;anno_convertito;durata_convertita;voto_convertito;genere_convertito;sezione
1898;Così come sei;Così come sei;1978;Sentimentale;109;5,5;0;1;0;2;6;1;2;3;3;4
1899;That's Life!;Così è la vita;1986;Commedia;102;6,9;2;3;0;1;6;1;2;3;4;2
1900;Deep in My Heart;Così parla il cuore;1954;Musicale;132;6,3;1;3;0;0;7;1;3;3;15;2
1901;Costantino il grande;Costantino il grande;1961;Storico;93;4,7;1;1;2;1;5;1;2;2;21;3
1902;La costanza della ragione;La costanza della ragione;1964;Drammatico;88;4,5;0;1;3;1;4;1;1;2;2;3
1903;Adam's Rib;La costola di Adamo;1949;Commedia;101;8;3;3;2;2;7;1;2;4;4;1
1905;Will Penny;Costretto ad uccidere;1968;Western;104;7,8;0;2;1;2;6;1;2;3;12;2
1906;The Cotton Club;Cotton Club;1984;Gangster;128;7,2;1;3;2;2;7;1;3;3;19;2
1907;Country;Country;1984;Avventura;109;6,8;0;1;2;1;6;1;2;3;7;3
1908;Moonfleet;Il covo dei contrabbandieri;1955;Avventura;83;7,6;1;4;3;3;5;1;1;3;7;2
1909;Cowboy;Cowboy;1958;Western;92;7,5;1;2;0;3;6;1;2;3;12;4
1910;The Parent Trap;Il cowboy con il velo da sposa;1961;Commedia;129;6,5;2;2;0;0;7;1;3;3;4;1
1911;The Cowboys;I cowboys;1972;Western;128;6,1;1;2;1;3;7;1;3;3;12;4
1912;Crack;Crack;1991;Drammatico;85;6,5;0;3;1;3;5;1;1;3;2;2
1917;Crazy Love;Crazy Love - Compagni di sbronza;1986;Drammatico;88;6,8;0;0;0;0;5;1;1;3;2;1
1920;Tout va bien;Crepa padrone tutto va bene;1972;Drammatico;95;5,9;0;1;3;3;6;1;2;3;2;3
1921;Crimen;Crimen;1960;Commedia;108;7,2;2;2;1;2;6;1;2;3;4;1
1923;Ho!;Criminal Face - Storia di un criminale;1968;Azione;106;7,3;0;3;1;3;6;1;2;3;10;2
1925;Crimes of the Heart;Crimini del cuore;1986;Sentimentale;106;6,4;2;2;0;2;6;1;2;3;3;1
1926;Crimes and Misdemeanors;Crimini e misfatti;1989;Commedia;106;8,4;2;3;3;3;7;1;2;4;4;2
1928;La cripta e l'incubo;La cripta e l'incubo;1964;Horror;84;5,7;0;1;0;2;5;1;1;3;9;4
1929;Il Cristo proibito;Il Cristo proibito;1951;Drammatico;95;6,9;0;1;4;2;6;1;2;3;2;3
1930;Christopher Columbus;Cristoforo Colombo;1949;Avventura;104;5,3;0;2;0;1;6;1;2;3;7;2
1931;Christopher Columbus: The Discovery;Cristoforo Colombo - La scoperta;1992;Avventura;120;4,3;0;2;0;1;6;1;3;2;7;2
1932;The Fugitive;La croce di fuoco;1947;Drammatico;104;5,8;0;2;2;2;6;1;2;3;2;2
1933;The Last Voyage;La crociera del terrore;1960;Catastrofico;87;7,2;0;3;3;4;5;1;1;3;11;4
1934;Luxury Liner;Crociera di lusso;1948;Musicale;98;6;2;2;0;1;6;1;2;3;15;1
1935;Chronik der Anna Magdalena Bach;Cronaca di Anna Magdalena Bach;1967;Biografico;94;7,5;1;1;3;1;6;1;2;3;14;3
1937;Cronache di poveri amanti;Cronache di poveri amanti;1953;Drammatico;115;7,2;1;3;4;4;6;1;2;3;2;3
1938;La cuccagna;La cuccagna;1962;Commedia;95;6,7;2;3;2;1;6;1;2;3;4;2
1940;Cousins;Cugini;1989;Commedia;110;5,5;1;2;0;1;6;1;2;3;4;2
1941;Il cugino americano;Il cugino americano;1985;Poliziesco;125;4,3;0;1;1;1;6;1;3;2;5;2
1943;The Cook the Thief his Wife and her Lover;Il cuoco il ladro sua moglie e l'amante;1989;Drammatico;120;8;1;2;4;3;8;1;3;4;2;3
1945;Heart of Dixie;Il cuore di Dixie;1989;Commedia;95;6,8;2;1;2;2;6;1;2;3;4;1
1946;Cuore di mamma;Cuore di mamma;1987;Drammatico;97;6,8;0;0;0;0;6;1;2;3;2;1
1948;I cuori infranti;I cuori infranti;1963;Commedia;108;6,2;2;2;2;0;6;1;2;3;4;1
1949;Desert Hearts;Cuori nel deserto;1985;Sentimentale;90;7;1;2;2;3;6;1;2;3;3;4
1950;Cuori nella tormenta;Cuori nella tormenta;1984;Commedia;103;4,6;1;2;0;0;5;1;2;2;4;2
1952;Curiosity Kills;Curiosità fatale;1990;Thriller;115;6;0;2;0;2;6;1;2;3;6;1
1953;Dangerous Curves;Curve pericolose;1988;Commedia;93;4,4;1;2;0;0;5;1;2;2;4;2
1956;Cyborg Cop;Cyborg Cop;1992;Azione;90;7;0;1;0;1;6;1;2;3;10;1
1957;Cyrano de Bergerac;Cyrano de Bergerac;1990;Avventura;135;7,9;2;2;1;2;7;1;3;3;7;1
1958;Cyrano et D'Artagnan;Cyrano e D'Artagnan;1963;Avventura;133;3,9;0;2;0;1;6;1;3;2;7;2
1959;D. A. R. Y. L.;D.A.R.Y.L.;1985;Fantasy;96;6,1;1;3;1;2;6;1;2;3;16;2
1960;Metamorphosis;Dna formula letale;1989;Horror;92;4,4;0;0;0;0;5;1;2;2;9;1
1961;D.O.A;D.O.A. - Cadavere in arrivo;1988;Thriller;98;6,7;0;3;0;3;6;1;2;3;6;1
1962;Teacher's Pet;Dieci in amore;1958;Commedia;120;7,5;3;2;0;2;7;1;3;3;4;1
1963;2001: A Space Odyssey;2001. Odissea nello spazio;1968;Fantasy;141;9,1;0;2;4;2;9;1;4;4;16;3
1964;Da grande;Da grande;1987;Commedia;99;7;3;3;2;1;6;1;2;3;4;1
1965;From Noon till Three;Da mezzogiorno alle tre;1976;Western;99;6,8;1;2;1;2;6;1;2;3;12;1
1966;Because You're Mine;Da quando sei mia;1952;Commedia;90;5,5;1;2;0;1;6;1;2;3;4;2
1967;Since You Went Away;Da quando te ne andasti;1944;Drammatico;145;6,8;0;2;0;1;8;1;4;3;2;2
1968;From Here to Eternity;Da qui all'eternità;1953;Drammatico;118;7,4;2;3;3;3;6;1;2;3;2;2
1969;Da uomo a uomo;Da uomo a uomo;1967;Western;120;6,9;0;2;0;2;7;1;3;3;12;1
1970;Dad;Dad - Papà;1989;Drammatico;117;4,9;0;2;1;1;5;1;2;2;2;2
1972;Daddy nostalgie;Daddy Nostalgie;1990;Sentimentale;108;7,7;1;2;3;2;6;1;2;3;3;3
1974;Dagli Appennini alle Ande;Dagli Appennini alle Ande;1959;Drammatico;95;5,8;0;2;1;1;6;1;2;3;2;2
1975;Le bon roi Dagobert;Dagobert;1984;Commedia;110;5,2;2;2;1;1;6;1;2;3;4;1
1977;Daisy Miller;Daisy Miller;1974;Drammatico;91;7,4;0;3;2;3;6;1;2;3;2;2
1978;Dakota;Dakota - il cavaliere audace;1945;Western;82;5,9;0;0;0;0;5;1;1;3;12;1
1979;The Blue Dahlia;La dalia azzurra;1946;Thriller;96;7,2;0;3;0;3;6;1;2;3;6;1
1981;Where the Heart Is;Dalla parte del cuore;1990;Commedia;105;7,4;1;3;2;2;6;1;2;3;4;2
1982;From the Terrace;Dalla terrazza;1960;Drammatico;144;6,8;0;2;1;2;8;1;4;3;2;2
1983;Dalle Ardenne all'inferno;Dalle Ardenne all'inferno;1967;Guerra;116;4,6;1;3;2;2;5;1;2;2;17;2
1988;Red Heat;Danko;1988;Azione;103;6,6;1;3;0;2;6;1;2;3;10;2
1991;Sergeant Rutledge;I dannati e gli eroi;1960;Western;111;7,1;1;2;4;3;6;1;2;3;12;3
1993;Elephant Boy;La danza degli elefanti;1937;Avventura;91;7;1;2;0;2;6;1;2;3;7;2
1995;Darby O'Gill and the Little People;Darby O'Gill e il Re dei folletti;1959;Fantasy;90;7,4;2;2;0;0;6;1;2;3;16;1
1997;Darò un milione;Darò un milione;1935;Commedia;79;7,3;2;2;1;0;5;1;1;3;4;1
1998;David;David;1988;Biografico;100;6,5;0;2;2;2;6;1;2;3;14;2
2000;Dear America: Letters Home from Vietnam;Dear America - Lettere dal Vietnam;1987;Documentario;86;7,8;0;0;0;0;5;1;1;3;8;1
2001;Dekalog jeden;Decalogo 1;1989;Drammatico;53;8,6;0;2;5;4;6;1;1;4;2;3
2002;Dekalog dziesiec;Decalogo 10;1989;Drammatico;57;7,9;1;2;3;1;5;1;1;3;2;3
2003;Dekalog dwa;Decalogo 2;1989;Drammatico;57;8,1;0;3;5;4;6;1;1;4;2;3
2004;Dekalog trzy;Decalogo 3;1989;Drammatico;58;7,7;0;3;4;3;5;1;1;3;2;3
2005;Dekalog cztery;Decalogo 4;1989;Drammatico;55;8,4;1;3;5;4;6;1;1;4;2;3
2006;Dekalog piec;Decalogo 5;1989;Drammatico;59;8,4;0;2;4;3;6;1;1;4;2;3
2007;Dekalog szesc;Decalogo 6;1989;Drammatico;58;8,6;0;3;4;3;6;1;1;4;2;3
2008;Dekalog siedem;Decalogo 7;1989;Drammatico;57;7,9;0;3;4;3;5;1;1;3;2;3
2009;Dekalog osiem;Decalogo 8;1989;Drammatico;56;7,6;0;2;4;2;5;1;1;3;2;3
2010;Dekalog dziewiec;Decalogo 9;1989;Drammatico;58;7,9;0;3;4;3;5;1;1;3;2;3
2011;Il Decameron;Il Decameron;1970;Commedia;111;7,6;3;3;2;1;6;1;2;3;4;1
2013;Le déclin de l'empire américain;Il declino dell'impero americano;1987;Drammatico;103;7,3;2;2;3;2;6;1;2;3;2;3
2015;Deep Blood - Sangue negli abissi;Deep Blood - Sangue negli abissi;1989;Avventura;90;4;0;0;0;0;5;1;2;2;7;1
2018;I delfini;I delfini;1960;Drammatico;110;7,1;1;2;3;3;6;1;2;3;2;3
2019;Green Dolphin Street;Il delfino verde;1947;Avventura;141;6;1;2;1;1;8;1;4;3;7;2
2021;Tales from the Darkside: the Movie;I delitti del gatto nero;1989;Horror;100;6,9;2;2;1;4;6;1;2;3;9;4
2022;The Rosary Murders;I delitti del rosario;1987;Thriller;99;6,5;0;2;1;3;6;1;2;3;6;4
2024;Delitti e profumi;Delitti e profumi;1988;Commedia;97;4,3;2;2;1;1;5;1;2;2;4;1
2025;The First Deadly Sin;Delitti inutili;1980;Poliziesco;112;5,3;0;2;0;2;6;1;2;3;5;1
2026;No Place to Hide;Delitto a teatro;1993;Thriller;98;6;1;2;0;2;6;1;2;3;6;2
2029;Kid Glove Killer;Delitto al microscopio;1942;Poliziesco;74;7,2;0;2;2;3;5;1;1;3;5;4
2030;Delitto al ristorante cinese;Delitto al ristorante cinese;1981;Commedia;95;5;2;2;1;1;6;1;2;3;4;1
2033;Le crime de Monsieur Lange;Il delitto del signor Lange;1935;Commedia;90;7,4;1;2;2;0;6;1;2;3;4;2
2036;Il delitto di Giovanni Episcopo;Il delitto di Giovanni Episcopo;1947;Drammatico;94;7,6;1;2;1;2;6;1;2;3;2;1
2037;Green For Danger;Delitto in bianco;1946;Poliziesco;93;6,7;2;3;0;3;6;1;2;3;5;2
2038;Delitto in Formula Uno;Delitto in Formula Uno;1983;Commedia;95;5;2;2;1;1;6;1;2;3;4;1
2039;Plein soleil;Delitto in pieno sole;1960;Thriller;120;7,6;1;2;1;3;7;1;3;3;6;4
2040;The Spiral Staircase;Delitto in silenzio;1975;Thriller;89;3,5;0;1;0;3;4;1;1;2;6;4
2042;Il delitto Matteotti;Il delitto Matteotti;1974;Drammatico;120;7,4;0;4;4;4;7;1;3;3;2;2
2044;Dial M for Murder;Il delitto perfetto;1954;Thriller;105;8;1;2;2;3;7;1;2;4;6;4
2045;Un delitto poco comune;Un delitto poco comune;1988;Thriller;94;5,3;0;1;0;1;6;1;2;3;6;1
2047;Crime of Passion;Delitto senza scampo;1957;Poliziesco;86;7;1;3;1;3;5;1;1;3;5;1
2048;Evil Under the Sun;Delitto sotto il sole;1982;Thriller;120;6,5;1;2;1;2;7;1;3;3;6;1
2050;Female on the Beach;Delitto sulla spiaggia;1955;Thriller;97;5,8;0;2;0;2;6;1;2;3;6;1
2052;The Delta Force;Delta Force;1986;Azione;126;5,4;0;3;1;2;7;1;3;3;10;2
2054;Les possédés;I demoni;1987;Drammatico;110;6,6;0;0;0;0;6;1;2;3;2;1
2055;My Demon Lover;Demonio amore mio;1987;Commedia;89;3,5;1;1;0;1;4;1;1;2;4;1
2056;Full Circle;Demonio dalla faccia d'angelo;1977;Thriller;100;7,7;0;2;0;3;6;1;2;3;6;4
2058;Five Corners;Dentro la grande mela;1987;Thriller;94;6;0;2;1;2;6;1;2;3;6;2
2059;Broadcast News;Dentro la notizia;1987;Commedia;129;7,3;2;2;1;2;7;1;3;3;4;1
2060;Botany Bay;I deportati di Botany Bay;1952;Drammatico;94;6,8;0;2;0;1;6;1;2;3;2;2
2061;Der Golem;Il Golem – Come venne al mondo;1920;Horror;86;8;1;2;2;2;6;1;1;4;9;2
2063;Deserto rosso;Deserto rosso;1964;Drammatico;120;6,9;0;1;4;1;7;1;3;3;2;3
2064;All I Desire;Desiderio di donna;1953;Drammatico;81;7,2;0;2;1;3;5;1;1;3;2;4
2066;Désirée;Désirée;1954;Sentimentale;110;6,2;1;2;0;2;6;1;2;3;3;2
2067;Desperado: The Outlaw Wars;Desperado;1988;Western;92;6,5;0;2;0;2;6;1;2;3;12;1
2070;Destinazione Piovarolo;Destinazione Piovarolo;1955;Commedia;90;6,1;3;2;3;0;6;1;2;3;4;1
2073;The Racers;Destino sull'asfalto;1955;Drammatico;112;5,6;0;2;0;2;6;1;2;3;2;1
2075;Un detective. Macchie di belletto;Un detective. Macchie di belletto;1970;Noir;107;6;0;2;1;2;6;1;2;3;22;2
2077;Detective;Detective;1985;Thriller;97;6,6;1;2;4;3;6;1;2;3;6;3
2080;The Drowning Pool;Detective Harper: acqua alla gola;1975;Poliziesco;105;6,9;1;3;2;4;6;1;2;3;5;4
2082;Harper;Detective's Story;1966;Thriller;91;6,5;2;2;2;3;6;1;2;3;6;4
2083;The Chain Reaction;Detector;1980;Fantasy;96;7,1;0;3;2;3;6;1;2;3;16;2
2087;Di che segno sei?;Di che segno sei?;1975;Commedia;130;5,4;3;2;0;0;7;1;3;3;4;1
2088;Whose Life Is It Anyway?;Di chi è la mia vita?;1981;Drammatico;118;6;1;2;3;2;6;1;2;3;2;3
2089;Uno di più all'inferno;Uno di più all'inferno;1968;Western;93;4,8;1;2;0;1;5;1;2;2;12;2
2090;Di Tressette ce n'è uno tutti gli altri son nessuno;Di Tressette ce n'è uno tutti gli altri son nessuno;1974;Commedia;95;4,9;1;2;0;1;5;1;2;2;4;2
2092;Diamante Lobo;Diamante Lobo;1976;Western;95;4,7;0;2;1;1;5;1;2;2;12;2
2093;Diamonds for Breakfast;Diamanti a colazione;1968;Commedia;102;3,8;1;2;0;1;5;1;2;2;4;2
2095;Diane;Diana la cortigiana;1956;Storico;110;6;0;2;0;1;6;1;2;3;21;2
2096;The Diary of Anne Frank;Il diario di Anna Frank;1959;Drammatico;100;7,1;1;2;2;2;6;1;2;3;2;2
2097;The Diary of Anne Frank;Il diario di Anna Frank;1980;Drammatico;109;7,4;0;0;0;0;6;1;2;3;2;1
2099;Diary of a Hitman;Diario di un killer;1992;Thriller;91;6,6;0;2;0;3;6;1;2;3;6;4
2100;Tagebuch einer Verlorenen;Il diario di una donna perduta;1929;Drammatico;90;8,4;0;3;4;3;7;1;2;4;2;3
2102;The Young Racers;I diavoli del Gran Prix;1962;Drammatico;82;6,3;1;2;0;2;5;1;1;3;2;2
2104;I diavoli della guerra;I diavoli della guerra;1970;Guerra;99;5,8;0;0;0;0;6;1;2;3;17;1
2106;The Flying Deuces;I diavoli volanti;1939;Commedia;67;6,7;2;2;0;0;5;1;1;3;4;1
2108;Sylvia Scarlett;Il diavolo è femmina;1935;Commedia;95;7,4;3;3;2;1;6;1;2;3;4;1
2109;Heller in Pink Tights;Il diavolo in calzoncini rosa;1959;Western;100;5,9;1;2;0;1;6;1;2;3;12;2
2110;Diavolo in corpo;Diavolo in corpo;1986;Drammatico;110;5,6;1;2;3;1;6;1;2;3;2;3
2111;Libel;Il diavolo nello specchio;1959;Drammatico;100;6,7;0;2;1;3;6;1;2;3;2;4
2112;Il diavolo sulle colline;Il diavolo sulle colline;1984;Drammatico;95;4,5;0;0;0;0;5;1;2;2;2;1
2114;Le diciottenni;Le diciottenni;1955;Commedia;94;5;2;2;0;0;6;1;2;3;4;1
2115;Diciottenni al sole;Diciottenni al sole;1962;Commedia;92;4,6;2;2;0;0;5;1;2;2;4;1
2116;Dick Tracy;Dick Tracy;1990;Poliziesco;106;6,6;2;2;0;1;6;1;2;3;5;1
2117;Ten;10;1979;Commedia;120;6,5;3;2;0;0;7;1;3;3;4;1
2119;The Ten Commandments;I dieci comandamenti;1956;Biblico;220;8,2;1;3;3;3;9;1;4;4;24;2
2120;La décade prodigieuse;Dieci incredibili giorni;1971;Thriller;108;6,4;1;2;1;3;6;1;2;3;6;4
2121;Dieci italiani per un tedesco;Dieci italiani per un tedesco;1952;Drammatico;97;4,8;0;2;1;2;5;1;2;2;2;2
2122;Ten To Midnight;Dieci minuti a mezzanotte;1983;Thriller;101;5,5;0;2;1;2;6;1;2;3;6;2
2123;Ten Who Dared;Dieci uomini coraggiosi;1960;Avventura;92;4;0;2;0;1;5;1;2;2;7;2
2124;Just around the Corner;Dietro l'angolo;1938;Commedia;70;6;2;2;0;0;5;1;1;3;4;1
2125;Blackout;Dietro la maschera (II);1985;Poliziesco;99;7,3;0;2;0;3;6;1;2;3;5;4
2126;Secret Beyond the Door;Dietro la porta chiusa;1947;Noir;99;7,9;0;2;0;3;6;1;2;3;22;4
2130;Barrage contre le Pacifique;La diga sul Pacifico;1957;Drammatico;111;6;0;0;0;0;6;1;2;3;2;1
2131;Dick Tracy's Dilemma;Il dilemma di Dick Tracy;1947;Thriller;60;5,6;1;1;0;2;5;1;1;3;6;4
2132;Dillinger;Lo sterminatore;1945;Thriller;70;6,3;0;0;0;0;5;1;1;3;6;1
2133;Dillinger;Dillinger;1973;Gangster;101;7,8;0;3;2;3;6;1;2;3;19;2
2137;Night of the Creeps;Dimensione terrore;1986;Horror;89;5,8;0;3;0;2;5;1;1;3;9;2
2139;Dimenticare Palermo;Dimenticare Palermo;1989;Drammatico;100;4,6;0;2;3;2;5;1;2;2;2;3
2140;Dimenticare Venezia;Dimenticare Venezia;1979;Drammatico;103;6,3;0;2;1;2;6;1;2;3;2;2
2141;Tell Me That You Love Me Junie Moon;Dimmi che mi ami Junie Moon;1970;Drammatico;112;8;0;2;3;2;7;1;2;4;2;3
2142;Where Does It Hurt?;Dimmi dove ti fa male?;1972;Commedia;88;5;2;2;0;0;5;1;1;3;4;1
2143;Just Tell Me What You Want;Dimmi quello che vuoi!;1980;Commedia;115;6,5;0;0;0;0;6;1;2;3;4;1
2146;Campbell's Kingdom;La dinastia del petrolio;1958;Avventura;102;6,2;0;2;1;2;6;1;2;3;7;2
2147;Dio come ti amo!;Dio come ti amo!;1966;Sentimentale;107;4;3;3;2;2;5;1;2;2;3;1
2148;Una bala marcada;Dio in cielo... Arizona in terra;1972;Western;90;6,3;0;2;0;1;6;1;2;3;12;2
2149;Dio li fa poi li accoppia;Dio li fa poi li accoppia;1982;Commedia;100;4,6;3;2;1;1;5;1;2;2;4;1
2153;Skokie;Diritto d'offesa;1981;Drammatico;125;5;0;0;0;0;7;1;3;3;2;1
2154;Absence of Malice;Diritto di cronaca;1982;Drammatico;120;6,7;1;2;2;2;7;1;3;3;2;2
2155;The Right of the People;Il diritto di uccidere;1986;Drammatico;100;5,9;0;2;0;2;6;1;2;3;2;1
2157;The Misadventures of Buster Keaton;Le disavventure di Buster Keaton;1935;Commedia;61;6,5;4;3;0;2;5;1;1;3;4;1
2159;Descente aux enfers;Discesa all'inferno;1986;Thriller;90;5,3;0;1;0;2;6;1;2;3;6;4
2160;La discoteca;La discoteca;1983;Musicale;91;2,9;0;2;0;1;4;1;2;1;15;2
2164;Survive the Savage Sea;Dispersi nel deserto blu;1992;Avventura;87;6,5;0;2;0;2;5;1;1;3;7;1
2165;The Red Badge of Courage;Il distintivo rosso del coraggio;1974;Drammatico;90;6,5;0;0;0;0;6;1;2;3;2;1
2166;Support Your Local Sheriff;Il dito più veloce del West!;1968;Commedia;92;7,5;3;2;0;2;6;1;2;3;4;1
2167;Moon Over Parador;Il dittatore del Parador in arte Jack;1988;Commedia;102;6,1;2;2;1;1;6;1;2;3;4;1
2168;Bananas;Il dittatore dello Stato libero di Bananas;1971;Commedia;81;7,2;4;3;2;1;5;1;1;3;4;1
2169;The Star;La diva;1952;Drammatico;91;7,2;1;2;2;2;6;1;2;3;2;2
2170;On the Riviera;Divertiamoci stanotte;1951;Commedia;90;6,3;2;2;1;1;6;1;2;3;4;1
2171;I divertimenti della vita privata;I divertimenti della vita privata;1990;Commedia;93;6,5;2;2;2;1;6;1;2;3;4;1
2172;Happy Anniversary;Divieto d'amore;1959;Commedia;79;5,8;2;2;0;1;5;1;1;3;4;1
2174;Divisione Folgore;Divisione Folgore;1954;Guerra;104;5,4;0;0;0;0;6;1;2;3;17;1
2176;Divorce American style;Divorzio all'americana;1967;Commedia;95;6,3;2;2;0;0;6;1;2;3;4;1
2177;Divorzio all'italiana;Divorzio all'italiana;1961;Commedia;120;8,7;2;3;2;3;8;1;3;4;4;1
2178;Il divorzio;Il divorzio;1970;Commedia;100;5,5;1;2;0;0;6;1;2;3;4;2
2179;Django 2 - Il grande ritorno;Django 2 - Il grande ritorno;1987;Western;99;5,5;0;2;0;1;6;1;2;3;12;2
2180;Django il bastardo;Django il bastardo;1969;Western;102;4,1;0;3;0;2;5;1;2;2;12;2
2181;Django sfida Sartana;Django sfida Sartana;1970;Western;89;4;1;2;0;2;4;1;1;2;12;2
2182;Django spara per primo;Django spara per primo;1967;Western;92;3,9;1;2;0;2;5;1;2;2;12;2
2183;'Doc';Doc;1971;Western;95;6,5;0;2;0;3;6;1;2;3;12;4
2184;Cheaper by the Dozen;Dodici lo chiamano papà;1950;Commedia;90;7,4;3;3;0;0;6;1;2;3;4;1
2188;Sweet Bird of Youth;La dolce ala della giovinezza;1961;Drammatico;120;7,6;0;2;3;3;7;1;3;3;2;3
2191;Life Is Sweet;Dolce è la vita;1990;Commedia;102;7,4;2;2;3;1;6;1;2;3;4;3
2192;Quality Street;Dolce inganno;1937;Commedia;84;6,4;2;2;0;0;5;1;1;3;4;1
2194;La dolce vita;La dolce vita;1960;Drammatico;178;8,9;1;3;4;1;9;1;4;4;2;3
2195;Munster Go Home;La dolce vita... non piace ai mostri!;1966;Commedia;96;7,3;2;2;0;1;6;1;2;3;4;1
2198;Un dollaro di fifa;Un dollaro di fifa;1960;Commedia;90;5,4;1;2;0;0;6;1;2;3;4;2
2199;Domani accadrà;Domani accadrà;1988;Avventura;92;6,3;3;3;2;2;6;1;2;3;7;1
2200;Tomorrow at Ten;Domani alle 10 - Tecnica di un crimine;1964;Thriller;77;6,3;0;2;0;3;5;1;1;3;6;4
2201;Domani è un altro giorno;Domani è un altro giorno;1950;Drammatico;139;5;0;2;1;1;7;1;3;3;2;2
2202;Domani mi sposo;Domani mi sposo;1984;Commedia;92;3,3;2;1;1;1;5;1;2;2;4;1
2203;Domani si balla!;Domani si balla!;1983;Commedia;102;5,4;2;2;0;0;6;1;2;3;4;1
2205;Sunday in New York;Una domenica a New York;1963;Commedia;105;7,3;2;2;0;1;6;1;2;3;4;1
2206;Domenica d'agosto;Domenica d'agosto;1949;Commedia;100;7,2;2;2;2;1;6;1;2;3;4;1
2210;La domenica della buona gente;La domenica della buona gente;1953;Commedia;96;6;2;2;1;1;6;1;2;3;4;1
2211;La domenica specialmente;La domenica specialmente;1991;Commedia;117;5,4;1;2;1;2;6;1;2;3;4;1
2212;Il domestico;Il domestico;1974;Commedia;105;4,8;2;1;0;0;5;1;2;2;4;1
2214;Diamond Head;Il dominatore;1962;Drammatico;101;4,8;0;2;0;1;5;1;2;2;2;2
2215;In Old California;I dominatori;1942;Avventura;88;6,2;0;0;0;0;5;1;1;3;7;1
2216;Master of the Universe;I dominatori dell'universo;1987;Fantasy;106;5;2;3;1;1;6;1;2;3;16;2
2217;The Singing Nun;Dominique;1966;Commedia;92;5;2;1;2;0;6;1;2;3;4;1
2218;Don Bosco;Don Bosco;1988;Biografico;96;4,1;0;2;3;2;5;1;2;2;14;3
2219;Don Camillo;Don Camillo;1952;Commedia;85;8;4;2;2;1;6;1;1;4;4;1
2220;Don Camillo e i giovani d'oggi;Don Camillo e i giovani d'oggi;1972;Commedia;111;4;2;2;0;1;5;1;2;2;4;1
2221;Don Camillo e l'onorevole Peppone;Don Camillo e l'onorevole Peppone;1955;Commedia;94;6,9;3;2;1;0;6;1;2;3;4;1
2222;Don Camillo monsignore... ma non troppo;Don Camillo monsignore... ma non troppo;1961;Commedia;117;6,4;2;2;0;0;6;1;2;3;4;1
2223;Don Chisciotte e Sancio Panza;Don Chisciotte e Sancio Panza;1969;Commedia;105;6,5;3;2;2;1;6;1;2;3;4;1
2224;Don Franco e Don Ciccio nell'anno della contestazione;Don Franco e Don Ciccio nell'anno della contestazione;1970;Commedia;94;4,9;1;2;0;0;5;1;2;2;4;2
2225;I Don Giovanni della Costa Azzurra;I Don Giovanni della Costa Azzurra;1962;Commedia;98;3;1;2;0;0;5;1;2;2;4;2
2226;Doña Herlinda y su hijo;Doña Herlinda e suo figlio;1985;Commedia;91;7,3;0;0;0;0;6;1;2;3;4;1
2227;Donatella;Donatella;1956;Commedia;104;6,4;3;3;0;2;6;1;2;3;4;1
2229;Une femme à sa fenêtre;Una donna alla finestra;1976;Drammatico;115;6,9;0;2;2;2;6;1;2;3;2;2
2233;Vertigo;La donna che visse due volte;1958;Thriller;128;9,1;0;3;3;4;8;1;3;4;6;4
2234;The Woman They Almost Lynched;La donna che volevano linciare;1952;Western;90;5,3;0;0;0;0;6;1;2;3;12;1
2237;Designing Woman;La donna del destino;1957;Commedia;118;7,3;3;4;1;1;6;1;2;3;4;2
2238;The Woman of the Year;La donna del giorno;1941;Commedia;112;7,9;2;3;1;2;6;1;2;3;4;2
2240;The Woman in the Window;La donna del ritratto;1944;Noir;95;8,9;1;2;2;3;7;1;2;4;22;4
2242;The Ballad of Josie;La donna del West;1967;Western;102;4,7;3;2;1;1;5;1;2;2;12;1
2243;La donna della domenica;La donna della domenica;1975;Thriller;105;7,3;1;2;1;2;6;1;2;3;6;1
2245;La donna della luna;La donna della luna;1987;Drammatico;92;3,8;0;2;1;1;5;1;2;2;2;2
2246;La donna della montagna;La donna della montagna;1943;Sentimentale;90;6,3;0;2;0;2;6;1;2;3;3;1
2250;Woman of Straw;La donna di paglia;1964;Drammatico;114;6,7;0;2;0;1;6;1;2;3;2;2
2251;A Woman of Paris: A Drama of Fate;La donna di Parigi;1923;Drammatico;80;7,7;1;2;2;2;5;1;1;3;2;2
2252;Torn Between Two Lovers;Una donna due amori;1979;Drammatico;97;6,8;0;0;0;0;6;1;2;3;2;1
2253;The Lady and the Monster;La donna e il mostro;1944;Horror;86;6,3;0;0;0;0;5;1;1;3;9;1
2254;La bonne année;Una donna e una canaglia;1973;Commedia;115;7,3;1;3;2;3;6;1;2;3;4;2
2255;Weird Science;La donna esplosiva;1985;Commedia;95;4,8;1;2;0;0;5;1;2;2;4;2
2259;La donna il sesso e il superuomo;La donna il sesso e il superuomo;1967;Commedia;83;3,8;0;2;0;1;4;1;1;2;4;2
2261;Working Girl;Una donna in carriera;1988;Commedia;113;6,9;2;3;0;0;6;1;2;3;4;2
2264;Una donna libera;Una donna libera;1954;Drammatico;94;6,4;0;2;0;1;6;1;2;3;2;2
2270;A Woman Rebels;Una donna si ribella;1936;Commedia;85;6,5;0;1;3;1;5;1;1;3;4;3
2271;Marie;Una donna: una storia vera;1985;Drammatico;103;5,4;0;2;2;2;6;1;2;3;2;2
