filmtv_id;titolo_originale;titolo_italiano;anno;genere;durata;voto;humor;ritmo;impegno;tensione;prezzo;anno_convertito;durata_convertita;voto_convertito;genere_convertito;sezione
887;Midway;La battaglia di Midway;1976;Guerra;132;6,4;0;2;1;3;7;1;3;3;17;4
891;Weekend of Shadows;Battuta di caccia;1978;Drammatico;95;5,3;0;2;1;1;6;1;2;3;2;2
893;Saved by the Bell: Hawaiian Style;Bayside School - Avventura hawaiana;1992;Commedia;100;6;1;2;0;1;6;1;2;3;4;2
896;L'homme orchestre;Beato tra le donne;1970;Commedia;85;5,3;3;2;0;1;5;1;1;3;4;1
897;Funny About Love;Bebè mania;1990;Commedia;92;3,8;1;2;0;0;5;1;2;2;4;2
899;Beetlejuice;Beetlejuice - Spiritello porcello;1988;Fantasy;93;7,2;4;3;2;1;6;1;2;3;16;1
900;Il... Belpaese;Il... Belpaese;1977;Commedia;115;6,2;1;2;0;0;6;1;2;3;4;2
901;A Fine Mess;Un bel pasticcio;1986;Commedia;88;5,4;3;3;0;2;5;1;1;3;4;1
902;The Believers;I credenti del male;1987;Horror;109;6,1;0;2;0;2;6;1;2;3;9;1
903;Il bell'Antonio;Il bell'Antonio;1959;Drammatico;105;7,7;1;2;4;1;6;1;2;3;2;3
904;Cannon Movie Tales: Sleeping Beauty;La bella addormentata;1989;Fantasy;90;6,8;0;0;0;0;6;1;2;3;16;1
905;La bella addormentata;La bella addormentata;1942;Drammatico;90;6,1;0;0;0;0;6;1;2;3;2;1
906;The Matchmaker;Bella affettuosa illibata cercasi...;1958;Commedia;101;6,8;0;0;0;0;6;1;2;3;4;1
907;The Wicked Lady;La bella avventuriera;1945;Avventura;104;6,1;1;2;0;1;6;1;2;3;7;2
908;The Marrying Man;Bella bionda... e dice sempre sì;1991;Commedia;117;5,6;1;3;0;1;6;1;2;3;4;2
909;Shattered Image;Bella da morire;1993;Thriller;90;6;1;2;0;2;6;1;2;3;6;2
911;Silk Stockings;La bella di Mosca;1957;Musicale;117;7;2;3;1;0;6;1;2;3;15;2
913;The Belle of New York;La bella di New York;1952;Musicale;82;6,5;1;2;0;0;5;1;1;3;15;2
914;La bella di Roma;La bella di Roma;1955;Commedia;98;6,6;2;3;1;2;6;1;2;3;4;2
917;Beauty and the Beast;La bella e la bestia;1987;Fantasy;93;6,4;0;0;0;0;6;1;2;3;16;1
918;Pretty in Pink;Bella in rosa;1986;Commedia;96;5,7;2;2;0;0;6;1;2;3;4;1
919;She Couldn't Say No;Bella ma pericolosa;1953;Commedia;85;5,5;0;2;1;1;5;1;1;3;4;2
920;Das blaue Licht - Eine Berglegende aus den Dolomiten;La bella maledetta;1932;Drammatico;86;6,5;0;0;0;0;5;1;1;3;2;1
921;La bella mugnaia;La bella mugnaia;1955;Commedia;91;5,4;2;2;0;1;6;1;2;3;4;1
922;La bella Otero;La bella Otero;1985;Biografico;90;7;0;2;0;1;6;1;2;3;14;2
923;Bella ricca lieve difetto fisico cerca anima gemella;Bella ricca lieve difetto fisico cerca anima gemella;1973;Commedia;102;3,8;2;2;1;1;5;1;2;2;4;1
924;Belle da morire;Belle da morire;1992;Thriller;97;3,2;0;2;0;1;5;1;2;2;6;2
926;Les belles-de-nuit;Le belle della notte;1952;Sentimentale;87;7;1;2;0;0;5;1;1;3;3;2
927;Belle ma povere;Belle ma povere;1957;Commedia;99;6;2;2;0;1;6;1;2;3;4;1
928;High Hopes;Belle speranze;1988;Drammatico;102;7,6;2;3;3;2;6;1;2;3;2;1
929;La bellezza di Ippolita;La bellezza di Ippolita;1962;Commedia;90;5,2;1;2;0;0;6;1;2;3;4;2
930;Bathing Beauty;Bellezze al bagno;1944;Musicale;101;6,6;1;3;0;0;6;1;2;3;15;2
931;Bellezze in bicicletta;Bellezze in bicicletta;1951;Commedia;101;4,4;2;2;0;0;5;1;2;2;4;1
932;Bellezze sulla spiaggia;Bellezze sulla spiaggia;1961;Commedia;87;4,1;0;2;0;0;4;1;1;2;4;2
933;My Own Private Idaho;Belli e dannati;1991;Drammatico;105;7,1;2;2;3;2;6;1;2;3;2;3
934;Bellissima;Bellissima;1951;Drammatico;113;8,7;2;3;3;3;7;1;2;4;2;2
935;Le bellissime gambe di Sabrina;Le bellissime gambe di Sabrina;1958;Commedia;109;6,5;2;2;0;0;6;1;2;3;4;1
936;Un bellissimo novembre;Un bellissimo novembre;1969;Drammatico;91;6;0;2;0;2;6;1;2;3;2;1
937;Il bello il brutto il cretino;Il bello il brutto il cretino;1967;Commedia;92;5,4;3;2;0;0;6;1;2;3;4;1
939;Track of the Cat;La belva;1954;Drammatico;102;7,6;0;2;0;2;6;1;2;3;2;1
940;Le belve;Le belve;1971;Commedia;110;3,6;1;1;0;1;5;1;2;2;4;1
942;Ben Hur;Ben Hur;1959;Biblico;212;8,1;1;3;1;3;9;1;4;4;24;1
943;Bed of Lies;Benedizione mortale;1992;Drammatico;90;5,8;0;2;0;2;6;1;2;3;2;1
944;Benefit of the Doubt;Il beneficio del dubbio;1992;Thriller;90;5,8;0;2;0;3;6;1;2;3;6;4
945;Bengasi;Bengasi;1942;Guerra;89;5,5;0;2;0;1;5;1;1;3;17;2
949;Hello Again;Bentornato fantasma;1987;Fantasy;95;4,8;2;2;1;1;5;1;2;2;16;1
950;Benvenuta;Benvenuta;1983;Drammatico;105;5,6;0;0;0;0;6;1;2;3;2;1
951;Berlino - Appuntamento per le spie;Berlino - Appuntamento per le spie;1965;Spionaggio;90;5;1;3;0;2;6;1;2;3;13;2
952;Judgment in Berlin;Berlino: opzione zero;1988;Drammatico;110;5,8;1;2;3;2;6;1;2;3;2;3
953;Bermude: la fossa maledetta;Bermude: la fossa maledetta;1978;Avventura;95;3,8;0;2;0;1;5;1;2;2;7;2
954;The Song of Bernadette;Bernadette;1943;Biografico;156;6,3;0;2;0;1;8;1;4;3;14;2
955;The Green Berets;I berretti verdi;1968;Guerra;138;5,5;0;2;0;2;7;1;3;3;17;1
956;Targets;Bersagli;1968;Drammatico;90;7,9;1;2;2;4;6;1;2;3;2;4
959;The Tall Target;Bersaglio eccellente;1951;Thriller;78;6,7;0;2;0;2;5;1;1;3;6;1
963;Bertoldo Bertoldino e Cacasenno;Bertoldo Bertoldino e Cacasenno;1984;Commedia;128;5,6;3;2;1;1;7;1;3;3;4;1
964;Best Seller;Best Seller;1987;Thriller;109;6,3;1;3;1;2;6;1;2;3;6;2
965;Human Desire;La bestia umana;1954;Drammatico;90;7,6;2;5;4;4;6;1;2;3;2;2
968;Beverly Hills Cop II;Beverly Hills Cop II;1987;Commedia;99;4,9;3;3;2;1;5;1;2;2;4;1
969;Beverly Hills Cop;Beverly Hills Cop;1984;Commedia;105;7,2;2;3;1;2;6;1;2;3;4;2
971;Bianca;Bianca;1984;Drammatico;96;7,9;2;2;3;2;6;1;2;3;2;3
975;White Christmas;Bianco Natale;1954;Musicale;90;7,2;3;3;0;0;6;1;2;3;15;1
976;Bianco rosso e Verdone;Bianco rosso e Verdone;1981;Grottesco;110;7,4;4;3;1;0;6;1;2;3;18;1
979;Big;Big;1988;Commedia;104;5,9;1;4;4;1;6;1;2;3;4;1
980;The Big Easy;The Big Easy;1986;Poliziesco;102;7,1;1;3;0;2;6;1;2;3;5;2
982;Harry and the Hendersons;Bigfoot e i suoi amici;1987;Fantasy;101;5,4;2;2;0;1;6;1;2;3;16;1
983;Planes Trains and Automobiles;Un biglietto in due;1987;Commedia;95;7,4;3;3;0;0;6;1;2;3;4;1
988;When Willie Comes Marching Home;Bill sei grande!;1950;Commedia;82;5,9;0;2;0;2;5;1;1;3;4;1
989;Billy Bud;Billy Budd;1962;Drammatico;125;7,8;0;2;2;2;7;1;3;3;2;2
991;Bingo Bongo;Bingo Bongo;1982;Commedia;105;5,2;2;2;1;0;6;1;2;3;4;1
992;La blonde de Pékin;La bionda di Pechino;1966;Spionaggio;80;4,9;1;2;0;2;4;1;1;2;13;2
993;It Happened at the World's Fair;Bionde rosse brune...;1962;Commedia;104;7;2;2;0;0;6;1;2;3;4;1
995;Biraghin;Biraghin;1946;Commedia;89;2,8;1;2;0;1;3;1;1;1;4;2
996;Bird;Bird;1988;Biografico;160;7,6;1;2;3;2;8;1;4;3;14;3
997;Birdy;Birdy - Le ali della libertà;1984;Drammatico;120;6,6;1;2;3;2;7;1;3;3;2;3
998;Il birichino di papà;Il birichino di papà;1943;Commedia;90;4,3;1;2;0;1;5;1;2;2;4;2
999;La bisbetica domata;La bisbetica domata;1967;Commedia;122;6,5;4;4;0;0;7;1;3;3;4;1
1001;Il bisbetico domato;Il bisbetico domato;1980;Commedia;95;5,2;3;2;1;0;6;1;2;3;4;1
1002;The Operation;Bisturi per un amore;1990;Drammatico;100;8;0;2;0;3;7;1;2;4;2;4
1003;Bix - Un'ipotesi leggendaria;Bix - Un'ipotesi leggendaria;1991;Musicale;115;6,4;0;1;1;1;6;1;2;3;15;2
1004;Family Viewing;Black Comedy;1987;Drammatico;96;7,2;1;2;2;3;6;1;2;3;2;4
1006;Black Rain;Black Rain - Pioggia sporca;1989;Poliziesco;125;7,1;1;3;1;3;7;1;3;3;5;1
1007;The Black Stallion;Black Stallion;1979;Avventura;120;7,1;1;3;1;2;7;1;3;3;7;2
1008;Black Sunday;Black Sunday;1976;Thriller;140;7,2;1;3;0;3;8;1;4;3;6;2
1009;Blade Runner;Blade Runner. The Director's Cut;1982;Fantasy;124;9;0;3;1;4;8;1;3;4;16;4
1011;Blastfighter;Blastfighter;1984;Azione;91;4,7;0;3;0;1;5;1;2;2;10;2
1012;Raise the Titanic!;Blitz nell'oceano;1980;Avventura;107;4,7;0;2;0;2;5;1;2;2;7;1
1013;The Blob;Blob il fluido che uccide;1988;Fantasy;95;5,9;0;3;1;3;6;1;2;3;16;2
1014;Blonde Bombshell;Argento vivo;1933;Commedia;95;7,8;2;3;0;1;6;1;2;3;4;2
1015;Blood Ties;Blood Ties - Legami di sangue;1991;Thriller;90;4,8;0;2;0;2;5;1;2;2;6;1
1016;Bloody Psycho;Bloody Psycho;1989;Horror;89;3,4;0;2;0;2;4;1;1;2;9;1
1017;Blow Out;Blow Out;1981;Thriller;107;7,7;3;4;2;4;6;1;2;3;6;2
1020;The Great Texas Dynamite Chase;Blu dinamite;1977;Azione;90;7,1;0;0;0;0;6;1;2;3;10;1
1022;The Blues Brothers;The Blues Brothers;1980;Commedia;127;8,7;3;3;1;1;8;1;3;4;4;1
1023;Blues metropolitano;Blues metropolitano;1985;Commedia;111;4,6;0;2;0;1;5;1;2;2;4;2
1024;Bob le flambeur;Bob il giocatore;1955;Poliziesco;100;8,1;1;3;1;3;7;1;2;4;5;1
1025;Fancy Pants;Ai vostri ordini signora!;1950;Commedia;92;5,7;0;0;0;0;6;1;2;3;4;1
1026;Bob Roberts;Bob Roberts;1992;Drammatico;100;7,3;1;3;3;2;6;1;2;3;2;2
1029;La bocca;La bocca;1990;Drammatico;104;3,6;0;2;0;1;5;1;2;2;2;2
1030;Firepower;Bocca da fuoco;1979;Avventura;103;5,3;0;2;0;3;6;1;2;3;7;4
1033;Boccaccio '70;Boccaccio '70;1962;Commedia;150;6,4;3;2;2;1;8;1;4;3;4;1
1034;Boccaccio '70. Renzo e Luciana;Boccaccio '70. Renzo e Luciana;1961;Commedia;43;6,7;0;0;0;0;5;1;1;3;4;1
1036;La bohème;La bohème;1988;Musicale;100;4,5;0;2;1;2;5;1;2;2;15;2
1037;The Hangman;Il boia;1959;Western;86;5,9;1;2;1;2;5;1;1;3;12;1
1041;Bonnie and Clyde;Gangster Story;1967;Gangster;111;8,6;0;3;2;3;7;1;2;4;19;2
1043;Bonnie e Clyde all'italiana;Bonnie e Clyde all'italiana;1983;Commedia;97;4,8;1;2;0;0;5;1;2;2;4;2
1044;Il boom;Il boom;1963;Commedia;93;7,6;3;3;3;3;6;1;2;3;4;1
1045;Boomerang;Boomerang - L'arma che uccide;1947;Drammatico;88;7,5;0;3;3;3;5;1;1;3;2;2
1046;The Reivers;Boon il saccheggiatore;1969;Commedia;111;6,9;3;2;0;2;6;1;2;3;4;1
1047;Bordella;Bordella;1976;Grottesco;100;5,5;1;2;1;1;6;1;2;3;18;2
1048;The Border;Border Crossing;1979;Drammatico;87;5,3;0;2;1;2;5;1;1;3;2;2
1050;Borotalco;Borotalco;1981;Commedia;130;7;3;2;2;0;7;1;3;3;4;1
1052;Borsalino;Borsalino;1970;Gangster;131;7,2;0;3;0;3;7;1;3;3;19;1
1055;The Freshman;Il boss e la matricola;1989;Commedia;102;5,4;2;2;0;2;6;1;2;3;4;1
1056;The Bostonians;I Bostoniani;1984;Drammatico;129;6,2;0;2;2;1;7;1;3;3;2;2
1059;La bottega dell'orefice;La bottega dell'orefice;1987;Sentimentale;110;6,1;1;2;3;2;6;1;2;3;3;3
1060;The Bounty;Il Bounty;1984;Avventura;130;6,8;0;3;2;2;7;1;3;3;7;2
1061;Bounty Tracker;Poliziotto a Los Angeles;1992;Poliziesco;86;7,2;0;3;0;3;5;1;1;3;5;1
1062;Nu quan shi;Boxer dalle dita d'acciaio;1973;Azione;88;4,9;1;2;0;1;4;1;1;2;10;2
1063;The Boy Friend;Il boy friend;1971;Musicale;110;7,8;0;0;0;0;6;1;2;3;15;1
1064;Sanders of the River;Bozambo;1935;Avventura;98;5,3;0;2;0;2;6;1;2;3;7;1
1067;The Big Town;Braccio vincente;1987;Drammatico;109;5,7;0;2;1;1;6;1;2;3;2;2
1068;The French Connection;Il braccio violento della legge;1971;Poliziesco;104;8,3;0;3;2;3;7;1;2;4;5;2
1070;The French Connection II;Il braccio violento della legge 2;1975;Poliziesco;112;7,9;1;3;1;4;6;1;2;3;5;4
1073;Lust for Life;Brama di vivere;1956;Biografico;122;7,7;0;3;4;3;7;1;3;3;14;3
1075;The Bravados;Bravados;1958;Western;98;7,4;1;3;2;3;6;1;2;3;12;2
1076;Bravissimo;Bravissimo;1955;Commedia;95;6,9;3;3;3;2;6;1;2;3;4;1
1077;Il bravo di Venezia;Il bravo di Venezia;1941;Drammatico;115;4,7;0;2;0;1;5;1;2;2;2;2
1078;Break Up;Break Up;1965;Grottesco;85;7,5;2;3;4;3;5;1;1;3;18;3
1079;Breakin' ;Breakdance;1984;Commedia;83;4;0;0;0;0;4;1;1;2;4;1
1085;Brenda Starr;Brenda Starr l'avventura in prima pagina;1989;Avventura;87;4,3;1;2;0;0;4;1;1;2;7;2
1086;Brief Encounter;Breve incontro;1945;Drammatico;86;8,2;0;2;3;2;6;1;1;4;2;3
1087;Daddy I Don't Like This;Breve stagione di Peter;1978;Drammatico;95;7,5;0;0;0;0;6;1;2;3;2;1
1088;Una breve vacanza;Una breve vacanza;1973;Drammatico;112;5,4;1;2;1;2;6;1;2;3;2;1
1089;Life of Brian;Brian di Nazareth;1979;Commedia;94;7,5;4;3;2;1;6;1;2;3;4;1
1090;Il brigadiere Pasquale Zagaria ama la mamma e la polizia;Il brigadiere Pasquale Zagaria ama la mamma e la polizia;1974;Commedia;100;5;3;2;0;0;6;1;2;3;4;1
1091;The Devil's Brigade;La brigata del diavolo;1968;Guerra;98;6,1;1;2;0;2;6;1;2;3;17;2
1092;I Was a Teenage Vampire;La brillante carriera di un giovane vampiro;1987;Commedia;89;5,8;1;2;0;1;5;1;1;3;4;2
1093;The Secret Of Nimh;Brisby e il segreto di Nimh;1982;Animazione;82;8,4;2;2;0;2;6;1;1;4;1;1
1094;In the Cold of the Night;Brividi nella notte;1990;Thriller;112;6;0;2;0;2;6;1;2;3;6;1
1095;Maximum Overdrive;Brivido;1986;Horror;100;5,6;1;3;0;2;6;1;2;3;9;2
1096;Body Heat;Brivido caldo;1981;Thriller;113;7,7;1;3;2;4;6;1;2;3;6;4
1098;Play Misty for Me;Brivido nella notte;1971;Thriller;98;7,4;2;3;2;4;6;1;2;3;6;4
1100;Broadway Danny Rose;Broadway Danny Rose;1984;Commedia;81;7,5;4;3;2;1;5;1;1;3;4;1
1101;Bronco Billy;Bronco Billy;1980;Commedia;119;6,8;2;3;2;2;6;1;2;3;4;2
1102;The Brood;Brood - La covata malefica;1979;Horror;92;7,6;0;3;3;4;6;1;2;3;9;4
1103;Brubaker;Brubaker;1980;Drammatico;130;7,7;0;2;3;3;7;1;3;3;2;3
1104;Bruciati da cocente passione;Bruciati da cocente passione;1976;Commedia;104;4,8;2;2;0;0;5;1;2;2;4;1
1105;Ceiling Zero;Brume (visibilità zero);1936;Drammatico;95;6,9;0;0;0;0;6;1;2;3;2;1
1106;The Bad and the Beautiful;Il bruto e la bella;1952;Drammatico;118;7,7;1;2;2;2;6;1;2;3;2;2
1107;Bubù;Bubù;1970;Drammatico;99;5,4;0;2;0;2;6;1;2;3;2;1
1108;The Buccaneer;I bucanieri;1958;Avventura;121;6,4;0;2;0;1;7;1;3;3;7;2
1110;Peau de banane;Buccia di banana;1963;Commedia;105;5,4;1;2;0;1;6;1;2;3;4;2
1111;Buck - Ai confini del cielo;Buck - Ai confini del cielo;1991;Avventura;91;4,8;1;2;0;1;5;1;2;2;7;2
1112;The Mortal Storm;Bufera mortale;1940;Drammatico;100;7,3;0;2;4;2;6;1;2;3;2;3
1113;Bufere;Bufere;1952;Drammatico;90;6;0;2;2;2;6;1;2;3;2;2
1114;Buffet froid;Buffet freddo;1979;Commedia;95;6,7;2;2;1;1;6;1;2;3;4;1
1115;Bug;Bug insetto di fuoco;1975;Fantasy;101;5,2;0;1;0;3;6;1;2;3;16;4
1117;Bugie bianche;Bugie bianche;1979;Drammatico;96;3,8;1;1;2;1;5;1;2;2;2;3
1118;Bugs Bunny Superstar;Bugs Bunny Superstar;1975;Animazione;91;7,8;3;3;0;0;6;1;2;3;1;1
1119;To Kill a Mockingbird;Il buio oltre la siepe;1962;Drammatico;129;8,4;0;2;4;2;8;1;3;4;2;3
1120;Near Dark;Il buio si avvicina;1987;Horror;95;7,3;0;3;1;3;6;1;2;3;9;2
1121;Bull Durham;Bull Durham;1988;Commedia;109;6,8;2;2;0;2;6;1;2;3;4;1
1123;Grandview U.S.A.;Bulldozer;1984;Drammatico;97;7,3;0;0;0;0;6;1;2;3;2;1
1125;Buon giorno elefante!;Buon giorno elefante!;1952;Commedia;91;6,3;2;2;0;1;6;1;2;3;4;1
1126;Good Sam;Il buon samaritano;1948;Commedia;114;5,8;0;0;0;0;6;1;2;3;4;1
1127;Buona come il pane;Buona come il pane;1982;Commedia;85;2,3;1;2;0;0;3;1;1;1;4;2
1129;Buona Sera Mrs. Campbell;Buonasera signora Campbell;1968;Commedia;113;6,6;1;2;1;2;6;1;2;3;4;1
1130;Buone notizie;Buone notizie;1979;Drammatico;105;6,2;2;2;1;1;6;1;2;3;2;1
1133;Il buono il brutto e il cattivo;Il buono il brutto e il cattivo;1967;Western;182;8,9;3;4;3;4;9;1;4;4;12;1
1134;Il burbero;Il burbero;1986;Commedia;104;4,9;3;3;1;2;5;1;2;2;4;1
1135;The 'burbs;L'erba del vicino;1989;Commedia;103;6,7;2;3;0;1;6;1;2;3;4;2
1136;Burro;Burro;1989;Commedia;90;4,7;1;2;2;1;5;1;2;2;4;1
1139;Butch Cassidy and the Sundance Kid;Butch Cassidy;1968;Western;100;7,8;2;3;2;3;6;1;2;3;12;1
1140;You're a Big Boy Now;Buttati Bernardo!;1966;Commedia;96;6,1;2;3;1;1;6;1;2;3;4;2
1141;Butterfly;Butterfly - Il sapore del peccato;1981;Drammatico;108;3;0;2;0;1;5;1;2;2;2;2
1142;Bye Bye Baby;Bye Bye Baby;1988;Commedia;95;2,4;1;2;0;0;4;1;2;1;4;2
1144;Room for One More;C'è posto per tutti;1952;Commedia;95;6,3;2;2;1;1;6;1;2;3;4;1
1146;C'è Sartana... vendi la pistola e comprati la bara!;C'è Sartana... vendi la pistola e comprati la bara!;1970;Western;92;5;0;2;0;2;6;1;2;3;12;1
1148;C'è un fantasma nel mio letto;C'è un fantasma nel mio letto;1980;Commedia;94;3,9;1;2;0;0;5;1;2;2;4;2
1149;Kiss Me Goodbye;C'è... un fantasma tra noi due;1982;Commedia;98;6,8;3;2;1;1;6;1;2;3;4;1
1150;C'era un castello con quaranta cani;C'era un castello con quaranta cani;1989;Commedia;98;4,9;1;2;1;1;5;1;2;2;4;2
1151;C'era una volta il West;C'era una volta il West;1969;Western;178;8,5;2;3;3;4;9;1;4;4;12;4
1152;Once Upon a Time in America;C'era una volta in America;1984;Drammatico;220;9,1;2;3;5;3;9;1;4;4;2;3
1153;Il était une fois un flic...;C'era una volta un commissario...;1971;Commedia;97;7,1;2;3;0;2;6;1;2;3;4;2
1154;Saps at Sea;C'era una volta un piccolo naviglio;1940;Commedia;57;6,9;2;3;0;0;5;1;1;3;4;2
1156;52 Pick-up;52 gioca o muori;1986;Thriller;105;6,5;1;3;0;3;6;1;2;3;6;2
1157;55 Days at Peking;55 giorni a Pechino;1963;Drammatico;145;6,8;0;2;1;2;8;1;4;3;2;2
1158;Die Hard 2;58 minuti per morire;1990;Azione;124;6,6;1;4;1;2;7;1;3;3;10;2
1159;Ça ira - Il fiume della rivolta;Ça ira - Il fiume della rivolta;1965;Documentario;94;6,4;0;2;2;0;6;1;2;3;8;1
1160;Nightbreed;Cabal;1990;Horror;93;7;0;2;0;3;6;1;2;3;9;4
1161;Caboblanco;Caboblanco;1979;Avventura;100;5,8;0;2;0;1;6;1;2;3;7;2
1162;The Hunt for Red October;Caccia a Ottobre Rosso;1990;Thriller;135;7,1;1;3;1;4;7;1;3;3;6;4
1164;To Catch a Thief;Caccia al ladro;1954;Thriller;97;7,4;2;2;1;1;6;1;2;3;6;1
1165;Caccia al marito;Caccia al marito;1960;Commedia;100;4,2;1;2;0;0;5;1;2;2;4;2
1166;La chasse à l'homme;Caccia al maschio;1964;Commedia;100;5,1;2;2;0;0;6;1;2;3;4;1
1167;To Catch a King;Caccia al Re;1984;Avventura;113;5,2;0;2;0;2;6;1;2;3;7;1
1172;The Chase;La caccia;1966;Drammatico;123;7,9;1;3;4;4;7;1;3;3;2;3
1173;Death Hunt;Caccia selvaggia;1981;Avventura;92;7,1;1;3;0;3;6;1;2;3;7;2
1174;Caccia tragica;Caccia tragica;1947;Drammatico;80;7,9;0;2;3;3;5;1;1;3;2;3
1176;Il cacciatore di squali;Il cacciatore di squali;1979;Avventura;97;5,3;2;3;2;2;6;1;2;3;7;2
1178;I cacciatori del cobra d'oro;I cacciatori del cobra d'oro;1982;Avventura;92;5,6;1;3;0;2;6;1;2;3;7;2
1180;Those Calloways;I cacciatori del lago d'argento;1963;Commedia;118;5,5;1;2;0;1;6;1;2;3;4;2
1183;Qui?;Il cadavere dagli artigli d'acciaio;1970;Thriller;74;4,7;0;2;0;2;4;1;1;2;6;1
1185;Cadavere per signora;Cadavere per signora;1964;Commedia;90;4;0;2;0;2;5;1;2;2;4;1
1186;Wise Guys;Cadaveri e compari;1987;Commedia;117;6,6;2;3;0;2;6;1;2;3;4;2
1187;Cadillac Man;Cadillac Man;1990;Commedia;97;5,7;2;2;0;1;6;1;2;3;4;1
1188;The Solid Gold Cadillac;Una Cadillac tutta d'oro;1956;Commedia;99;7,3;0;0;0;0;6;1;2;3;4;1
1190;Padenie Berlina;La caduta di Berlino;1949;Drammatico;165;6,4;0;1;3;2;8;1;4;3;2;3
1192;Café Express;Café Express;1980;Commedia;100;7,4;2;2;2;1;6;1;2;3;4;1
1193;La cagna;La cagna;1972;Commedia;90;6,9;3;3;3;2;6;1;2;3;4;1
1194;Il caimano del Piave;Il caimano del Piave;1950;Drammatico;100;7;0;1;1;2;6;1;2;3;2;4
1196;La Calandria;La Calandria;1973;Commedia;103;4,4;2;2;0;1;5;1;2;2;4;1
1197;Kampf um Rom I;La calata dei barbari;1971;Avventura;89;5,4;0;2;1;1;5;1;1;3;7;2
1198;White Palace;Calda emozione;1990;Drammatico;103;6,8;0;2;0;2;6;1;2;3;2;1
1200;Les amours de Lady Hamilton;Le calde notti di Lady Hamilton;1967;Drammatico;104;3,5;0;2;0;1;5;1;2;2;2;2
1201;Caldo soffocante;Caldo soffocante;1990;Drammatico;101;4;0;1;2;1;5;1;2;2;2;3
1202;Thunderbolt and Lightfoot;Una calibro 20 per lo specialista;1974;Poliziesco;115;7,4;1;3;0;3;6;1;2;3;5;2
1203;La califfa;La califfa;1970;Drammatico;99;5,8;2;3;3;4;6;1;2;3;2;4
1204;California;California;1977;Western;105;5,8;1;2;0;2;6;1;2;3;12;2
1206;...All the Marbles;California Dolls;1981;Commedia;113;8,2;2;3;0;2;7;1;2;4;4;2
1207;California Split;California Poker;1974;Commedia;104;7,9;2;2;1;2;6;1;2;3;4;1
1208;California Suite;California Suite;1978;Commedia;103;6,4;2;2;0;0;6;1;2;3;4;1
1209;Guns of Diablo;Il californiano;1964;Western;86;5,6;0;0;0;0;5;1;1;3;12;1
1210;The Call of the Wild;Il richiamo della foresta;1935;Avventura;81;6;0;2;0;1;5;1;1;3;7;2
1211;Le gendarme se marie;Calma ragazze oggi mi sposo;1968;Commedia;89;5,9;3;2;0;1;5;1;1;3;4;1
1214;La cambiale;La cambiale;1959;Commedia;90;5,9;3;1;0;0;6;1;2;3;4;1
1215;Il cambio della guardia;Il cambio della guardia;1962;Commedia;92;5;2;2;0;0;6;1;2;3;4;1
1216;Switching Channels;Cambio marito;1987;Commedia;107;5,2;2;2;0;1;6;1;2;3;4;1
1217;A Room With a View;Camera con vista;1985;Sentimentale;120;6,9;1;1;1;1;7;1;3;3;3;1
1218;Une chambre en ville;Una camera in città;1982;Musicale;92;6,3;1;2;0;3;6;1;2;3;15;4
1219;The Cameraman;Il cameraman;1928;Commedia;70;9,1;0;0;0;0;6;1;1;4;4;1
1222;I camionisti;I camionisti;1982;Commedia;99;4,3;0;0;0;0;5;1;2;2;4;1
1223;I cammelli;I cammelli;1988;Commedia;99;5,4;2;2;2;2;6;1;2;3;4;1
1226;Camorra;Camorra;1972;Azione;114;5,5;0;4;3;4;6;1;2;3;10;2
1227;Il camorrista;Il camorrista;1986;Drammatico;170;7,5;1;3;3;3;8;1;4;3;2;2
1228;Campa carogna... la taglia cresce;Campa carogna... la taglia cresce;1973;Western;92;4,3;1;1;0;1;5;1;2;2;12;1
1229;Silver Lode;La campana ha suonato;1954;Western;80;7;0;2;0;2;5;1;1;3;12;1
1230;Campane a martello;Campane a martello;1948;Drammatico;86;5,6;0;2;1;1;5;1;1;3;2;2
1231;The Bells of St. Mary;Le campane di Santa Maria;1945;Drammatico;126;6,1;1;2;3;2;7;1;3;3;2;3
1232;Camping;Camping;1957;Sentimentale;109;3,8;2;3;0;0;5;1;2;2;3;2
1233;The Champ;Il campione;1979;Drammatico;123;4,7;0;2;0;1;6;1;3;2;2;2
1236;Campo de' Fiori;Campo de' Fiori;1943;Commedia;85;6,3;2;2;0;1;5;1;1;3;4;1
1237;Can-Can;Can-Can;1960;Musicale;131;7;2;3;0;0;7;1;3;3;15;2
1238;Voyou;La canaglia;1970;Thriller;123;7,5;0;0;0;0;7;1;3;3;6;1
1242;Heaven's Gate;I cancelli del cielo;1980;Western;156;8;0;3;4;2;9;1;4;4;12;3
1243;O cancer;Cancer;1972;Drammatico;84;6,9;0;3;4;3;5;1;1;3;2;3
1244;St. Ives;Candidato all'obitorio;1975;Azione;94;6,2;1;2;0;2;6;1;2;3;10;2
1247;Cane arrabbiato;Cane arrabbiato;1984;Avventura;91;3,3;1;1;0;1;5;1;2;2;7;1
1249;Straw Dogs;Cane di paglia;1971;Drammatico;119;8,1;0;3;3;4;7;1;2;4;2;4
1250;Cane e gatto;Cane e gatto;1982;Commedia;98;5,1;2;2;1;1;6;1;2;3;4;1
1251;Cani e gatti;Cani e gatti;1952;Commedia;90;4,9;2;2;0;0;5;1;2;2;4;1
